476,Cc1cccc(O)c1C(=O)O,3.53
477,Cc1c(O)cccc1C(=O)O,3.83
478,Cc1ccc(C(=O)O)cc1O,4.32
479,Cc1ccc(O)cc1C(=O)O,3.92
480,Cc1cc(O)ccc1C(=O)O,4.71
481,Cc1cc(C(=O)O)ccc1O,4.68
482,COc1ccccc1C(=O)O,4.13
483,COC(=O)c1ccccc1O,9.87
484,O=C(O)C1=C(C(=O)O)CC=CC1,3.64
485,O=C(O)C1=CC=CCC1C(=O)O,4.08
486,COC(=O)c1cccc(O)c1O,9.1
487,COC(=O)c1ccc(O)cc1O,8.02
488,COC(=O)c1cc(O)ccc1O,9.63
489,COC(=O)c1c(O)cccc1O,8.96
490,COC(=O)c1ccc(O)c(O)c1,8.18
491,COC(=O)c1cc(O)cc(O)c1,8.71
492,CCc1ccccc1O,10.47
493,CCc1cccc(O)c1,10.17
494,CCc1ccc(O)cc1,10.38
495,Cc1cccc(O)c1C,10.57
496,Cc1ccc(O)c(C)c1,10.63
497,Cc1ccc(C)c(O)c1,10.46
498,Cc1cccc(C)c1O,10.65
499,Cc1ccc(O)cc1C,10.43
500,Cc1cc(C)cc(O)c1,10.23
501,CCOc1ccccc1O,10.186
502,CCOc1cccc(O)c1,9.72
503,COc1c(C)cccc1O,9.74
504,COc1cc(C)ccc1O,10.21
505,COc1ccc(C)cc1O,9.93
506,COc1cccc(C)c1O,10.21
507,COc1ccc(C)c(O)c1,9.38
508,COc1ccc(O)c(C)c1,10.21
509,COc1ccc(O)cc1C,10.31
510,OCc1ccc(O)c(CO)c1,9.75
511,COc1cc(O)cc(OC)c1,9.402
512,O=C(O)C1=C(C(=O)O)CCCC1,3.75
513,O=C(O)C1=CCCCC1C(=O)O,4.34
514,O=C(O)C1CC=CCC1C(=O)O,4.17
515,Cc1nc(C)c2[nH]c(C)nc2n1,4.49
516,CC(=O)C1CCCCC1=O,10.09
517,O=C(O)CCC1CCCC1=O,4.71
518,O=C(O)CCCC1CCOC1=O,4.76
519,CCC(C(=O)O)=C(CC)C(=O)O,3.3
520,CC(=O)CC(=O)CC(C)C,8.95
521,CC(=O)C(C)C(=O)C(C)C,11.8
522,CC(=O)CC(=O)C(C)(C)C,10
523,CC(=O)C(C(C)=O)C(C)C,12.85
524,O=C(O)CCCCCCC(=O)O,4.52
525,CC(C)(OC(C)(C)C(=O)O)C(=O)O,3.45
526,O=C(O)COc1ccc(Cl)c(Cl)c1Cl,2.6
527,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.85
528,Oc1cccc2sccc12,9.18
529,N#CC(c1ccccc1)[N+](=O)[O-],0.29
530,O=c1[nH]c2ccccc2[nH]c1=O,9.52
531,O=C(O)COc1ccc(Cl)cc1Cl,2.86
532,O=C(O)COc1cc(Cl)ccc1Cl,2.94
533,O=C(O)COc1c(Cl)cccc1Cl,3.3
534,O=C(O)COc1ccc(Cl)c(Cl)c1,2.92
535,O=C1CS(=O)(=O)c2ccccc21,2.88
536,Cn1c(=O)[nH]c(=O)c2nc(C(=O)O)c(=O)[nH]c21,2
537,Cn1c(=O)[nH]c2[nH]c(=O)c(C(=O)O)nc2c1=O,1.8
538,CN1C(=O)CN(C(=O)O)c2c1[nH]c(=O)[nH]c2=O,2.2
539,Cn1c(=O)[nH]c(=O)c2[nH]c(=O)c(C(=O)O)nc21,1.8
540,Cn1c(=O)[nH]c2nc(C(=O)O)c(=O)[nH]c2c1=O,1.9
541,O=[N+]([O-])c1ccc(CC([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,3.35
542,COc1c(C([N+](=O)[O-])[N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
543,COc1cc(C([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],-0.21
544,Cc1cccc(C(=O)O)c1Cl,3
545,Cc1ccc(C(=O)O)c(Cl)c1,3.27
546,Cc1ccc(Cl)c(C(=O)O)c1,3.12
547,Cc1cccc(Cl)c1C(=O)O,2.75
548,Cc1c(Cl)cccc1C(=O)O,3.43
549,Cc1ccc(C(=O)O)cc1Cl,4.06
550,Cc1ccc(Cl)cc1C(=O)O,3.63
551,Cc1cc(Cl)ccc1C(=O)O,3.75
552,Cc1cc(C(=O)O)ccc1Cl,4.07
553,Cc1cccc(C(=O)O)c1Br,2.9
554,Cc1ccc(C(=O)O)c(Br)c1,3.09
555,Cc1ccc(Br)c(C(=O)O)c1,3
556,Cc1cccc(Br)c1C(=O)O,2.71
557,Cc1c(Br)cccc1C(=O)O,3.36
558,Cc1ccc(C(=O)O)cc1Br,3.96
559,Cc1ccc(Br)cc1C(=O)O,3.58
560,Cc1cc(Br)ccc1C(=O)O,3.77
561,Cc1cc(C(=O)O)ccc1Br,4.03
562,Cc1cccc(C(=O)O)c1I,2.92
563,Cc1ccc(C(=O)O)c(I)c1,3.2
564,Cc1ccc(I)c(C(=O)O)c1,2.95
565,Cc1cccc(I)c1C(=O)O,2.7
566,Cc1c(I)cccc1C(=O)O,3.26
567,Cc1ccc(I)cc1C(=O)O,3.62
568,Cc1cc(I)ccc1C(=O)O,3.79
569,O=C(O)COc1ccccc1Cl,2.96
570,O=C(O)COc1cccc(Cl)c1,2.97
571,O=C(O)COc1ccc(Cl)cc1,2.99
572,Cc1c(C(=O)O)cccc1[N+](=O)[O-],2.98
573,Cc1cc([N+](=O)[O-])ccc1C(=O)O,2.95
574,Cc1ccc([N+](=O)[O-])cc1C(=O)O,3.23
575,Cc1cccc([N+](=O)[O-])c1C(=O)O,2.4
576,Cc1cccc(C(=O)O)c1[N+](=O)[O-],2.91
577,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],3.65
578,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,2.55
579,Cc1ccc(C(=O)O)c([N+](=O)[O-])c1,2.68
580,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],3.62
581,O=[N+]([O-])c1ccccc1CC([N+](=O)[O-])[N+](=O)[O-],3.89
582,O=[N+]([O-])c1cccc(CC([N+](=O)[O-])[N+](=O)[O-])c1,3.77
583,Cc1nc2cnc(=O)[nH]c2nc1C,7.95
584,Cc1nc2[nH]cnc(=O)c2nc1C,8.39
585,Cc1cc(O)c(Cl)c(C)c1Cl,8.28
586,Cc1cc(Cl)c(C)c(Cl)c1O,8.37
587,Cc1c(Cl)cc(Cl)c(O)c1C,8.45
588,Cc1cc(Cl)c(O)c(Cl)c1C,7.59
589,Cc1nc2cnc(=O)[nH]c2n(C)c1=O,7.41
590,Cc1nc2c(=O)nc[nH]c2n(C)c1=O,7.81
591,O=C(O)C[Se]c1ccccc1,3.75
592,Cn1c(=O)c2[nH]c(=O)cnc2n(C)c1=O,5.83
593,Cc1nc2c([nH]c1=O)c(=O)[nH]c(=O)n2C,6.52
594,Cc1nc2[nH]c(=O)n(C)c(=O)c2[nH]c1=O,6.85
595,Cc1nc2c(=O)[nH]c(=O)n(C)c2[nH]c1=O,3.65
596,Cc1nc2c(=O)n(C)c(=O)[nH]c2[nH]c1=O,4.17
597,Cc1nc2c(=O)[nH]c(=O)[nH]c2n(C)c1=O,4.26
598,Cn1c(=O)c2c(=O)cn[nH]c2n(C)c1=O,8.51
599,O=[N+]([O-])C(Cc1ccccc1)[N+](=O)[O-],4.54
600,O=C(O)CC1Nc2c([nH]cnc2=O)NC1=O,4.49
601,Cn1c(=O)c2[nH]c(=O)c(=O)[nH]c2n(C)c1=O,3.63
602,Cn1c(=O)[nH]c2c([nH]c(=O)c(=O)n2C)c1=O,3.83
603,CN(C)c1nc(=O)c2nccnc2[nH]1,2.26
604,Cc1cc(O)c(Cl)cc1C,8.89
605,Cc1c(O)ccc(Cl)c1C,9.91
606,Cc1cc(Cl)c(C)cc1O,9.89
607,Cc1cc(O)cc(C)c1Cl,9.71
608,CC(=O)Nc1cccc(O)c1,9.49
609,O=C(Cc1ccccc1)NO,9.2
610,Cc1cccc(C(=O)O)c1N,4.92
611,Cc1cccc(N)c1C(=O)O,3.73
612,Cc1c(N)cccc1C(=O)O,3.94
613,Cc1ccc(C(=O)O)cc1N,4.49
614,Cc1ccc(N)cc1C(=O)O,4.16
615,Cc1cc(N)ccc1C(=O)O,5.17
616,Cc1cc(C(=O)O)ccc1N,4.81
617,Cc1nc2c(=O)nc(N)[nH]c2n(C)c1=O,8.4
618,Cc1nc2c(=O)n(C)c(N)nc2[nH]c1=O,8
619,COc1ccc(C(=O)NO)cc1,9
620,Cn1c(N)nc2c([nH]c(=O)c(=O)n2C)c1=O,8.75
621,CCOC(=O)c1nc(C=O)c(N)[nH]c1=O,6.09
622,O=c1nc[nH]c2c1CCCC2,2.69
623,CCc1c(C)nc2nc[nH]n2c1=O,6.84
624,CCCc1cc(=O)n2[nH]cnc2n1,6.31
625,Cc1n[nH]c2c1c(=O)n(C)c(=O)n2C,9.83
626,O=S(O)CCc1ccccc1,1.89
627,S=c1nc[nH]c2c1CCCC2,1.95
628,CSc1nc(C)c2[nH]c(C)nc2n1,-0.6
629,CSc1nc(C)c2[nH]c(SC)nc2n1,-1.36
630,O=C(O)C#CCN1CCCC1,1.76
631,O=C(O)C#CCN1CCOCC1,1.79
632,Cc1cc(O)[nH]c(=O)c1CCO,0.34
633,CC(=O)ONc1cc(=O)n(C)c(=O)n1C,7.01
634,O=C(O)C#CCN1CCNCC1,2.78
635,CCC1(CC)C(=O)NC(=O)NC1=O,8.093
636,CCNc1nc(=O)n(C)cc1C,4.58
637,O=[N+]([O-])C(CN(C1CCCCC1)[N+](=O)[O-])[N+](=O)[O-],3.55
638,CCN1CCCCC1C(=O)O,2.04
639,CC(C)(C)NC(=O)CCC([N+](=O)[O-])[N+](=O)[O-],4.43
640,CC(NCCNC(C)C(=O)O)C(=O)O,6.69
641,CN(CCN(C)CC(=O)O)CC(=O)O,6.047
642,NC(CCCCC(N)C(=O)O)C(=O)O,1.84
643,CCCCP(=O)(O)CCCC,3.39
644,CCCCP(=S)(S)CCCC,1.79
645,O=C1NC(=S)SC1=Cc1ccco1,6.37
646,Cc1nc2c(Cl)ncnc2n(C)c1=O,12.5
647,O=C(O)C[Se]c1ccccc1Cl,3.57
648,O=C(O)C[Se]c1cccc(Cl)c1,3.64
649,O=C(O)C[Se]c1ccc(Cl)cc1,3.68
650,O=C(O)C[Se]c1ccccc1Br,3.58
651,O=C(O)C[Se]c1ccc(Br)cc1,3.7
652,O=C(O)C[Se]c1ccccc1[N+](=O)[O-],3.42
653,O=C(O)C[Se]c1cccc([N+](=O)[O-])c1,3.55
654,O=C(O)C[Se]c1ccc([N+](=O)[O-])cc1,3.43
655,Cc1[nH+]ccc2sccc12.[Cl-],6.17
656,Cc1[nH+]ccc2ccsc12.[Cl-],5.81
657,O=c1[nH]c(Cl)cc2c1CCC2,0.13
658,Cc1nc2cnc(=S)[nH]c2n(C)c1=O,6.15
659,CSc1nc(C)c2[nH]c(=O)n(C)c2n1,2.62
660,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,10.02
661,O=P(O)(O)OCCOc1ccc(Cl)cc1,6.58
662,CCCCOP(=S)(S)OCCCC,1.83
663,CC(C)COP(=S)(S)OCC(C)C,1.79
664,Cc1cc2c(O)cccc2o1,9.31
665,Cc1coc2cccc(O)c12,9.65
666,Cc1cccc(C(=O)O)c1C,3.678
667,Cc1ccc(C(=O)O)c(C)c1,4.178
668,Cc1ccc(C)c(C(=O)O)c1,3.952
669,Cc1cccc(C)c1C(=O)O,3.293
670,Cc1cc(C)cc(C(=O)O)c1,4.3
671,COc1c(C)cccc1C(=O)O,3.84
672,COc1cc(C)ccc1C(=O)O,4.38
673,COc1ccc(C)cc1C(=O)O,4.2
674,COc1cccc(C)c1C(=O)O,3.46
675,COc1cccc(C(=O)O)c1C,3.72
676,COc1cc(C(=O)O)ccc1C,4.13
677,COc1ccc(C)c(C(=O)O)c1,3.84
678,COc1ccc(C(=O)O)c(C)c1,4.54
679,COc1ccc(C(=O)O)cc1C,4.35
680,COC(=O)c1cccc(OC)c1O,10.3
681,COC(=O)c1ccc(OC)cc1O,9.85
682,COC(=O)c1ccc(OC)c(O)c1,9.21
683,COC(=O)c1ccc(O)c(OC)c1,8.3
684,CC(C)c1ccccc1O,10.47
685,CC(C)c1cccc(O)c1,10.16
686,CCCc1ccccc1O,10.58
687,CCCc1ccc(O)cc1,10.34
688,Cc1cc(C)c(C)c(O)c1,10.71
689,Cc1cc(C)c(O)c(C)c1,10.99
690,Cc1cc(O)cc(C)c1C,10.51
691,OCc1cc(CO)c(O)c(CO)c1,9.51
692,O=C(O)CCCC1CCCC1=O,4.86
693,CC(C)C(=O)CC(=O)C(C)C,9.82
694,CCCCCC(=O)CC(C)=O,9.2
695,O=C(O)CCCCCCCC(=O)O,4.55
696,CC(C)C(C(=O)O)(C(=O)O)C(C)C,2.128
697,Cc1c(C#N)cccc1C(=O)O,3.16
698,Cc1ccc(C#N)cc1C(=O)O,3.31
699,Cc1cc(C#N)ccc1C(=O)O,3.14
700,O=c1cc(-c2ccccc2)[nH]o1,4.01
701,N#Cc1cccc(CC([N+](=O)[O-])[N+](=O)[O-])c1,3.88
702,O=C1C=NN(c2ccccc2)C1,9.05
703,O=C1CC=NN1c1ccccc1,6.56
704,Cc1csc2ccc(O)cc12,9.94
705,Cc1csc2cc(O)ccc12,9.7
706,Cc1csc2c(O)cccc12,8.72
707,CCOC(=O)c1nc2cnc[nH]c-2nc1=O,5.53
708,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,2.86
709,O=C(O)CCOc1ccc(Cl)cc1Cl,4.42
710,Cn1c(=O)c2nc(C(=O)O)c(=O)[nH]c2n(C)c1=O,2.1
711,Cc1c(C([N+](=O)[O-])[N+](=O)[O-])cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0.46
712,COc1nc(NC(C)=O)nc2nccnc12,1.95
713,CC(=O)Nc1ccccc1C(=O)O,3.61
714,Cc1cc(C)c([N+](=O)[O-])cc1C([N+](=O)[O-])[N+](=O)[O-],0.91
715,Cc1nc2cnc(=O)n(C)c2nc1C,11.74
716,Cc1nc2[nH]c(=O)nc(C)c2nc1C,8.5
717,Cc1nc2c(=O)[nH]c(=O)n(C)c2nc1C,9.06
718,Cc1nc2c(=O)[nH]c(=O)nc-2n(C)c1C,9.83
719,CC(=O)CC1NC(=O)Nc2nccnc21,12.38
720,COc1ncc2nc(C)c(=O)n(C)c2n1,13
721,Cc1ccccc1[Se]CC(=O)O,3.76
722,Cc1cccc([Se]CC(=O)O)c1,3.78
723,Cc1ccc([Se]CC(=O)O)cc1,3.83
724,Cc1c(C#N)c(O)nc(O)c1CCO,-1.95
725,Cc1nc2c([nH]c1=O)c(=O)n(C)c(=O)n2C,6.7
726,CCn1c(=O)c(C)nc2c(=O)[nH]c(=O)[nH]c21,4.39
727,Cc1nc2c(=O)n(C)c(=O)n(C)c2[nH]c1=O,3.8
728,Cc1nc2c(=O)n(C)c(=O)[nH]c2n(C)c1=O,4.22
729,COc1ccccc1[Se]CC(=O)O,3.87
730,COc1cccc([Se]CC(=O)O)c1,3.73
731,COc1ccc([Se]CC(=O)O)cc1,3.86
732,CCOc1nc2c(c(C(=O)O)n1)NC(=O)CN2,0.81
733,Cc1nc2c(=O)[nH]c(=O)[nH]c2n(CCO)c1=O,4
734,O=[N+]([O-])C(COCc1ccccc1)[N+](=O)[O-],3.44
735,Cc1nc2cnc(=S)nc-2n(C)c1C,8.8
736,Nc1nc2c(c(C(=O)O)n1)CCCC2,0.61
737,CN(C)c1nc2c(c(C(=O)O)n1)NC(=O)CN2,0.57
738,O=C(O)CN(CC(=O)O)Cc1ccco1,2.17
739,CN1C(=O)NC(=O)C(N(CC(=O)O)CC(=O)O)C1=O,1.85
740,CCOc1nc(NCC(=O)O)c(N)c(C(=O)O)n1,3.6
741,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,9.2
742,Cc1nc(=S)c2c([nH]1)CCCC2,2.35
743,O=C(O)C#CCN1CCCCC1,1.78
744,NC1=NC2=C(CCCC2)C(C(=O)O)N1,2.71
745,CN(C)c1nc(NCC(=O)O)c(N)c(C(=O)O)n1,9.85
746,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,4.09
747,Nc1c(C(=O)O)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3
748,O=C(O)CCC(C(=O)O)N(CC(=O)O)CC(=O)O,2.1
749,CC(C)C(C#N)(C(=O)O)C(C)C,2.514
750,CCOC(=O)NCCN(CC(=O)O)CC(=O)O,2.2
751,O=C(O)CN(CO)CCN(CC(=O)O)CC(=O)O,2.39
752,O=c1o[nH]c(-c2ccccc2)c1Br,2.3
753,O=c1[nH]c(Cl)cc2c1CCCC2,-0.28
754,CSc1ccccc1[Se]CC(=O)O,3.8
755,CSc1ccc([Se]CC(=O)O)cc1,3.83
756,CCOP(=O)(O)COc1cc(Cl)c(Cl)cc1Cl,0.86
757,Cc1cc2c(C)[nH+]ccc2s1.[Cl-],6.43
758,Cc1cc2sccc2c(C)[nH+]1.[Cl-],6.75
759,CCOP(=O)(O)COc1ccc(Cl)cc1Cl,0.92
760,CCCCn1c(=S)[nH]c2c[nH]c(=O)nc21,6.9
761,CCOP(=O)(O)COc1ccccc1Cl,0.96
762,CCOP(=O)(O)COc1ccc(Cl)cc1,0.93
763,Oc1ccc2ccccc2c1,9.97
764,CC1C(=O)c2ccccc2C1=O,6.15
765,Oc1ccc(O)c2ccccc12,9.47
766,Oc1cccc2cccc(O)c12,6.71
767,Oc1cc2ccccc2cc1O,8.68
768,Cc1oc2cccc(O)c2c1C,9.93
769,Cc1cc2c(O)ccc(C)c2o1,9.6
770,Cc1oc2ccc(O)cc2c1C,10.52
771,Cc1oc2cc(O)ccc2c1C,9.95
772,Cc1oc2c(O)cccc2c1C,9.07
773,O=C(O)c1ccccc1C1CC1,4.13
774,O=C(O)c1ccc(C2CC2)cc1,4.52
775,CC(=O)CC(=O)c1ccccc1,8.68
776,CC(C)c1ccc(C(=O)O)cc1,4.31
777,Cc1cc(C)c(C(=O)O)c(C)c1,3.394
778,Cc1ccc(OCC(=O)O)c(C)c1,3.22
779,CCOc1cccc(C)c1C(=O)O,3.51
780,CCOc1cccc(C(=O)O)c1C,3.73
781,CCOc1ccc(C)c(C(=O)O)c1,3.86
782,CCOc1ccc(C(=O)O)c(C)c1,4.54
783,CCC(=O)c1c(O)oc(CC)cc1=O,5.38
784,COc1cc(C(=O)O)cc(OC)c1OC,4.19
785,CCCCc1ccccc1O,10.58
786,CC(C)(C)c1ccccc1O,10.691
787,CC(C)(C)c1cccc(O)c1,10.194
788,CC(C)(C)c1ccc(O)cc1,10.25
789,Cc1cccc(O)c1C(C)C,11.23
790,Cc1ccc(O)c(C(C)C)c1,10.73
791,Cc1ccc(C(C)C)c(O)c1,10.62
792,Cc1cccc(C(C)C)c1O,10.85
793,Cc1cc(C(C)C)ccc1O,10.56
794,Cc1cc(O)ccc1C(C)C,10.31
795,CCOc1cc(O)cc(OCC)c1,9.431
796,O=C(O)CCCCCCCCC(=O)O,4.6
797,CCC(C)(OC(C)(CC)C(=O)O)C(=O)O,3.7
798,O=C1c2ccccc2C(=O)N1CC([N+](=O)[O-])[N+](=O)[O-],3.17
799,O=C(O)c1ccn(-c2ccccc2)n1,3.6
800,O=C(O)c1ccnn1-c1ccccc1,2.7
801,ON=Cc1ccc2cccc(O)c2n1,1.56
802,O=C(O)Cc1c[nH]c2ccccc12,4.54
803,Cc1c(-c2ccccc2)[nH]oc1=O,4.73
804,O=C1CC(c2ccccc2)C(=O)N1,8.73
805,CC1=NOC(=O)C1=NNc1ccccc1,6.7
806,O=C(O)CC(C(=O)O)c1ccc([N+](=O)[O-])cc1,3.51
807,CC1=NN(c2ccccc2)C(=O)C1,7.16
808,CC1=NNC(=O)C1=NNc1ccccc1,8.7
809,CCc1cc2c(O)cccc2s1,9.32
810,CCc1ccc(O)c2ccsc12,9.41
811,Cc1sc2ccc(O)cc2c1C,10.03
812,Cc1csc2c(C)cc(O)cc12,10.09
813,Cc1sc2cc(O)ccc2c1C,9.84
814,Cc1sc2c(O)cccc2c1C,8.8
815,CCOC(=O)c1nc2c(C)nc[nH]c-2nc1=O,5.74
816,CCOC(=O)Cc1nc2c(=O)[nH]cnc2[nH]c1=O,6.23
817,O=C(CCC([N+](=O)[O-])[N+](=O)[O-])c1ccccc1,4.45
818,Cn1c(=O)c2nc(C(=O)O)c(=O)n(C)c2n(C)c1=O,2.82
819,COc1nc2c(nc1C(=O)O)c(=O)n(C)c(=O)n2C,2.5
820,CC(=O)CC(=O)Nc1ccccc1,10.68
821,CC(=O)Nc1c(C)cccc1C(=O)O,4.05
822,CC(=O)Nc1cc(C)ccc1C(=O)O,3.73
823,CC(=O)Nc1ccc(C)cc1C(=O)O,3.73
824,CC(=O)Nc1cccc(C)c1C(=O)O,3.28
825,CC(=O)Nc1cccc(C(=O)O)c1C,3.55
826,CC(=O)Nc1ccc(C)c(C(=O)O)c1,3.82
827,CC(=O)Nc1ccc(C(=O)O)c(C)c1,4.12
828,O=C(O)CN(CC(=O)O)c1ccccc1,2.4
829,CC(Nc1ccccc1C(=O)O)C(=O)O,3.12
830,O=C(O)C[As](CC(=O)O)c1ccccc1,3.6
831,O=C(O)CN(CC(=O)O)c1ccccc1O,2.98
832,CCOc1ccccc1[Se]CC(=O)O,3.9
833,CCOc1ccc([Se]CC(=O)O)cc1,3.86
834,O=C(O)CN(CC(=O)O)Cc1ccccn1,2.85
835,Cc1cc(O)c(C(C)C)cc1Cl,9.98
836,CN1C(=O)CC(O)(N(CC(=O)O)CC(=O)O)N(C)C1=O,2.05
837,O=S(O)CCCCc1ccccc1,2.23
838,C[Si](C)(C)c1cccc(C(=O)O)c1,4.121
839,C[Si](C)(C)c1ccc(C(=O)O)cc1,4.229
840,Nc1c(C(=O)O)ncn1C1CCCCC1,3.18
841,O=C(O)CN(CC(=O)O)C1(C(=O)O)CCCC1,1.61
842,CCOC(=O)NCc1c(NC(=O)OCC)nnn1C,12.94
843,O=C(O)CN(CC(=O)O)C1CCCCC1O,2.32
844,O=C(O)CN(CC(=O)O)CC1CCCCO1,1.88
845,CCCCCCCCCC([N+](=O)[O-])[N+](=O)[O-],5.48
846,O=C1NC(=S)SC1=Cc1ccccc1,7.58
847,CC1=NOC(=O)C1=NNc1ccccc1Cl,6.5
848,CC1=NOC(=O)C1=NNc1cccc(Cl)c1,6.6
849,CC1=NOC(=O)C1=NNc1ccc(Cl)cc1,6.6
850,O=C(O)CN(CC(=O)O)c1ccccc1S,2.85
851,Cc1cc2sc(C)cc2c(C)[nH+]1.[Cl-],6.77
852,O=C(O)c1cccc2ccccc12,3.55
853,O=C(O)c1ccc2ccccc2c1,1.166
854,CCc1oc2cccc(O)c2c1C,9.89
855,CCc1ccc(O)c2cc(C)oc12,9.61
856,Cc1oc2c(O)ccc(C)c2c1C,9.37
857,Cc1cc(O)c2oc(C)c(C)c2c1,9.11
858,O=C(O)c1ccc(C2CCC2)cc1,4.35
859,CC(=O)C(C)C(=O)c1ccccc1,11.13
860,CC(=O)C(C(C)=O)c1ccccc1,9.32
861,CCOC(=O)CC(=O)c1ccccc1,10.53
862,CC(CC(=O)O)(C(=O)O)c1ccccc1,3.58
863,CC(C)(C)c1cccc(C(=O)O)c1,6.23
864,CC(C)(C)c1ccc(C(=O)O)cc1,4.433
865,Cc1cc(C)c(C)c(C(=O)O)c1C,3.365
866,O=C(O)CCCCc1ccccc1,4.88
867,CCCCc1ccc(O)c(C)c1,10.69
868,Cc1ccc(O)c(C(C)(C)C)c1,11.72
869,Cc1cccc(C(C)(C)C)c1O,10.96
870,Cc1cc(C(C)(C)C)ccc1O,10.59
871,Cc1cc(C)c(C(C)C)cc1O,10.76
872,Cc1cc(C)c(O)c(C(C)C)c1,11.18
873,Cc1cc(C(C)C)cc(C)c1O,10.9
874,Cc1cc(O)c(C(C)C)cc1C,10.79
875,CCC(C)C(=O)CC(=O)C(C)(C)C,11.57
876,O=c1[nH]c2cc3ccccc3cc2[nH]1,11.62
877,Nc1nc2[nH]nc(-c3ccccc3)nc-2c(=O)n1,1
878,S=c1[nH]c2cc3ccccc3cc2[nH]1,9.84
879,O=C(NO)c1cccc2ccccc12,7.7
880,O=c1nc(Cc2ccccc2)[nH]c(O)c1[N+](=O)[O-],3.49
881,O=c1cc(O)[nH]c(Cc2ccccc2)n1,5.78
882,NC(=O)C1C(=O)NC(=O)C1c1ccccc1,7.62
883,CC1(c2ccc([N+](=O)[O-])cc2)CC(=O)NC1=O,8.48
884,CC1(c2ccccc2)CC(=O)NC1=O,8.8
885,CCOC(=O)CC(=O)c1ccc(Cl)cc1,10.17
886,CCOC(=O)CC(=O)c1ccc(Br)cc1,10.14
887,CCOC(=O)CC(=O)c1ccc([N+](=O)[O-])cc1,9.13
888,O=C(O)CN(CC(=O)O)c1ccccc1C(=O)O,2.33
889,CC(CC(=O)O)(C(=O)O)c1ccc([N+](=O)[O-])cc1,3.28
890,COC(=O)CC(C(=O)O)c1ccc([N+](=O)[O-])cc1,3.69
891,COC(=O)C(CC(=O)O)c1ccc([N+](=O)[O-])cc1,4.07
892,O=c1[nH]c2ccc3c(c2[nH]1)CCCC3,13
893,O=c1[nH]c2cc3c(cc2[nH]1)CCCC3,12.21
894,CC(=O)C(C(C)=O)C1NC(=O)Nc2nccnc21,8.02
895,CCOC(=O)c1n[nH]c2c(c1=O)c(=O)n(C)c(=O)n2C,7.32
896,O=C(O)CN(CC(=O)O)Cc1cc([N+](=O)[O-])ccc1O,2.4
897,S=c1[nH]c2cc3c(cc2[nH]1)CCCC3,10.43
898,COc1ccccc1N(CC(=O)O)CC(=O)O,2.69
899,CCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,9.86
900,O=C(O)CN(CC(=O)O)C1(C(=O)O)CCCCC1,1.63
901,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,8.027
902,O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,2
903,O=c1cc(-c2ccccc2)cc(Cl)[nH]1,-0.1
904,COc1ccc(C=C2SC(=S)NC2=O)cc1,7.76
905,O=[N+]([O-])c1ccc(Nc2ccc(S(=O)(=O)O)cc2)nc1,14.21
906,Oc1ccccc1-c1ccccc1,10.01
907,O=C(O)Cc1cccc2ccccc12,4.22
908,Oc1ccccc1-c1ccccc1O,7.56
909,Cc1ccc2ccccc2c1C(=O)O,2.854
910,Oc1ccc(-c2ccc(O)cc2O)c(O)c1,7.44
911,CCOC(=O)CC(=O)c1ccc(C)cc1,10.73
912,CC(CC(=O)O)(Cc1ccccc1)C(=O)O,4.14
913,CCC(CC(=O)O)(C(=O)O)c1ccccc1,3.47
914,COC(=O)C(C)(CC(=O)O)c1ccccc1,4.46
915,COC(=O)CC(C)(C(=O)O)c1ccccc1,4.15
916,CCOC(=O)CC(=O)c1ccc(OC)cc1,11.12
917,CCCC(=O)c1c(O)oc(CCC)cc1=O,5.47
918,CCCCc1cc(C)c(O)cc1C,10.74
919,Cc1cc(C)c(O)c(C(C)(C)C)c1,12.04
920,CC(C)c1cccc(C(C)C)c1O,11.1
921,CCCc1ccc(O)c(CCC)c1,10.91
922,CCCc1cccc(CCC)c1O,11.25
923,CCc1c(O)ccc(C(C)C)c1C,10.85
924,CCc1cc(C(C)C)c(O)cc1C,10.01
925,CCCCCCc1ccccc1O,10.66
926,O=C(O)C1(OC2(C(=O)O)CCCC2)CCCC1,3.3
927,CCCCCCCCCCCC(=O)O,5.3
928,O=c1cnc2c(=O)[nH]c(=O)n(-c3ccccc3)c2[nH]1,2.95
